,date,text
1100,2020-10-22,发改委：国内汽、柴油价每吨分别提高80元和70元
1101,2020-10-22,以“国内大循环”为主体的新发展格局下 激光企业如何发展
1102,2020-10-22,蚂蚁链宣布开放数字版权服务平台 AI+区块链技术联手保护原创
1103,2020-10-22,穆长春：数字货币试点顺利 “双离线”钱包有望在后续试点中应用
1104,2020-10-22,呵护儿童健康 并肩同路前行――2020年苏南、苏中儿科年会在济川药业召开
1105,2020-10-22,轨道上的“黄土塬”，大有可期
1106,2020-10-22,养鸡板块业绩大幅下降 鸡肉市场论“只”销售
1107,2020-10-22,2020中国健康饮水高峰会强调饮水健康对人体健康至关重要
1108,2020-10-22,中韩续签双边本币互换协议 互换规模扩至4000亿元人民币
1109,2020-10-22,交通运输部：“十三五”预计完成交通固定资产投资16万亿元
1110,2020-10-22,李克强在2020年浦江创新论坛上致辞
1111,2020-10-22,国新办举行交通运输“十三五”发展成就新闻发布会
1112,2020-10-22,国新办举行前三季度工业通信业发展情况新闻发布会
1113,2020-10-22,中国开始接收蒙古国3万只“捐赠羊”
1114,2020-10-22,第27届中国杨凌农高会开幕 “云上农高会”首次亮相
1115,2020-10-21,适时全面推进注册制改革需要解决三大关键问题提供者皮海洲-2小时以前近日，证监会主席易会满受国务院委托向全国人民代表大会常务委员会报告股票发行注册制改革有关工作情况。报告中，易会满主席对股票市场正在进行的注册制改革进行了回顾，同时对注册制改革所取得的经验进行了总结，最...晨星观察|外资涌入，中国公募基金行业日趋成熟提供者晨星网-18小时以前在国际公司进入国内市场的同时，也有越来越多的本土基金公司开始致力于发展自身在投资人才，文化和流程方面的优势。全球投资者和资产管理公司正在关注价值数万亿美元的中国基金市场。上个月，贝莱德（BlackRo...美大选恐生变数？评级机构“磨刀霍霍”、西方盟友“忐忑难安”提供者环球外汇-20小时以前“眼看他起朱楼，眼看他宴宾客”，再往后，会不会“眼看他楼塌了”呢？对于美国大选，眼下忙得焦头烂额的，显然不光只有两位候选人特朗普和拜登。无论是普通的散户投资者；抑或是知名的华尔街投行交易员；无论是美...并购潮来袭，美国页岩油正开启新的时代提供者金十数据-20小时以前在此前经历了一系列的破产事件后，美国的页岩油行业开始报团取暖。近期，美国页岩油生产商之间的并购活动变得越来越频繁，动不动就是几十亿甚至上百亿的并购交易。此次并购潮或许意味着美国页岩油产量正在开启一个新...特斯拉Q3利润翻倍，连续5季度盈利，年度销量任务艰巨提供者格隆汇-20小时以前美股10月22日盘后，特斯拉(NASDAQ:TSLA)发布了2020Q3财报，包括营收、净利润和毛利率在内的多个指标超出市场预期。但完成50万辆的年销量目标任务依旧艰巨，市场信心不足压制股价上涨。根...如果大选日出现争议，最后谁会当总统？提供者金十数据-
1116,2020-10-21,尽管共和党和民主党经常意见不和，但至少在一件事上是有共识的：今年很可能面临选举危机。如果大选当天无法选出明确的赢家，接下来出现什么局面？金融博客零对冲推演出四种可能性。01选举日后出现“蓝色浪潮...摩根士丹利：民主党大胜将促使美联储提前加息提供者新浪财经-
1117,2020-10-21,摩根士丹利投资管理公司固定收益投资组合经理吉姆·卡隆（JimCaron）认为，在即将到来的美国大选中，如果民主党大获全胜，不仅可能会带来更多的财政刺激，还可能促使美联储提前加息。卡隆表示，在出现“...澳洲联储周二表示，董事会成员正在考虑进一步支持政策来帮助经济恢复提供者PACIFICUNION-
1118,2020-10-21,市场焦点随着议员们就支持经济复苏的潜在刺激措施的规模进行谈判，美国股市上涨。如果佩洛西（Pelosi）和姆努钦（Mnuchin）能够解决最后的分歧，参议院多数党领袖米奇·麦康奈尔（MitchMcCo...iPhone12又卖爆了，销量或将创历史最佳？产业链喜迎5G时代，股价天花板打开？提供者券商中国-
1119,2020-10-21,所谓十二不香十三香，最终被证明仅仅一个“谐音梗”。虽然因为不赠送充电器等原因被疯狂吐槽，但是市场却还是用真金白银继续支持苹果手机的新产品。有媒体报道，自10月16日开始接受预订以来，截至北京时间2...佩洛西和努钦就刺激法案缩小分歧，周末前有望达成协议提供者金十数据-
1120,2020-10-23,福建能源监管办圆满完成第三届数字中国建设峰会电力安全保障监管工作
1121,2020-10-23,山东能源监管办督导中海油龙口南山LNG接收站工程建设
1122,2020-10-23,华东地区再下一城！腾讯云工业云基地落地江苏仪征市
1123,2020-10-23,中国人民银行莫万贵： 将加快打造服务业扩大开放先行区
1124,2020-10-23,饿了么10分钟送达iPhone 12 多款手机数码新品天猫双11上线
1125,2020-10-23,初请数据振奋市场 刺激方案仍扑朔迷离！现货黄金1901徘徊
1126,2020-10-23,短时供应利空 市场观望转淡
1127,2020-10-23,讽刺与幽默报新媒体“人民VR+”正式上线
1128,2020-10-23,2020年我国高空作业平台销售额有望达115亿 同比增长25%
1129,2020-10-23,中国银保监会党委委员、副主席周亮在2020年金融街论坛上的发言
1130,2020-10-23,政策活市场热 免税消费渐入佳境
1131,2020-10-23,福建省三明市主要副食品市场供应情况周分析（10月10日-10月16日）
1132,2020-10-23,叉车市场需求激增 利氏兄弟销量破纪录
1133,2020-10-23,风云突变！英欧谈判、美国大选辩论进入冲刺阶段！黄金承压看跌1900
1134,2020-10-23,疫情或致德国中小企业损失百万工作岗位
1135,2020-10-23,62个科创项目意向落地温州 2020温州全球精英创新创业大赛落幕
1136,2020-10-23,上海地铁：“进博核心三站”做足服务保障功课
1137,2020-10-23,买气减弱 市场高位回调
1138,2020-10-23,运行局安排山西省采暖季煤炭供应保障
1139,2020-10-23,地产前景展望
1140,2020-10-23,第二届中国铁路发展论坛开幕 中关村丰台园轨道交通产业创新发展行动计划发布
1141,2020-10-23,中国人民银行莫万贵：支持北京申建绿色金融改革创意试验区
1142,2020-10-23,2020年9月份湖南生产资料价格以涨为主
1143,2020-10-23,国网山西电力与山西省生态环境厅签署战略合作协议
1144,2020-10-23,河北辛集整村推进 破解土地托管碎片化难题
1145,2020-10-23,涪陵榨菜跌停：三季度净利增速减缓 两高层拟减持
1146,2020-10-23,2020年河北省新建高标准农田286万亩
1147,2020-10-23,财政部贵州监管局：关于村级组织运转经费保障的思考和建议
1148,2020-10-23,漳州出台首份跨境电商领域专项扶持措施 单项奖励最高可达200万元
1149,2020-10-23,万亿医疗健康+千亿互联网医疗蓝海待挖掘平安等巨头争相逐鹿
1150,2020-10-23,浙江516个重大项目集中开工 总投资8944亿
1151,2020-10-23,双期补更 工强农弱 新粮收获节奏加快
1152,2020-10-23,首趟中亚班列货物从广州港南沙港区装船出海 打通“中亚-广州-东南亚”出海物流新通道（图）
1153,2020-10-23,建设网络文学学科体系
1154,2020-10-23,黄金交易提醒：短期内刺激协议出台希望减弱 重点关注美国大选辩论终极战 警惕黄金继续回调
1155,2020-10-23,特朗普和拜登最新新冠检测均呈阴性 最后一场总统辩论来袭黄金面临大考
1156,2020-10-23,上市将近：陆金所定价区间为 11.5至13.5美元/ADS
1157,2020-10-23,中信证券：半导体国产化势在必行 建议关注芯片国产替代厂商
1158,2020-10-23,2020年9月份湖南省重点流通零售市场运行情况
1159,2020-10-23,第四届中国氟硅产业大会在成都举行
1160,2020-10-23,吉比特股价闪崩背后：机构股东大幅抛售 依赖自研终成困局
1161,2020-10-23,综合看待5G建设和发展加速壮大5G应用生态
1162,2020-10-23,恒生指数高开0.05%报24773点 黄金股受压紫金矿业(02899)跌2%
1163,2020-10-23,可转债继续全线大涨！14只涨幅达20%进入临停状态
1164,2020-10-23,陈尔真：为全人类健康而努力是医疗和科技工作者的责任担当
1165,2020-10-23,国新办举办交通运输“十三五”发展成就新闻发布会 “十三五”规划目标可圆满实现 为建设社会主义现代化国家当好先行
1166,2020-10-23,抖音&快手：如何看待短视频巨头的成长之路
1167,2020-10-23,2021年全球智能音箱出货量将达1.63亿台 中国是主要市场
1168,2020-10-23,江西宜黄县：“兵书记”引领村民奔向致富路
1169,2020-10-23,走产业脱贫之路 拔落后贫困之根
1170,2020-10-23,加快广东经济创新发展
1171,2020-10-23,提高高校知识产权管理与服务质量
1172,2020-10-23,巴西国家石油公司今年第三季度产量同比增长2.6％
1173,2020-10-23,烟台将加快推进烟台港原油管道复线项目建设
1174,2020-10-23,石化燃料过气了？陈九霖：可再生能源技术开发和成本降低尚需时日
1175,2020-10-23,为快递小哥定制集体合同值得推广
1176,2020-10-23,三菱造船新型LNG燃料系统获BV原理批复
1177,2020-10-23,2020年金融街论坛信号解读 ――本轮金融扩张或将见顶
1178,2020-10-23,"220亿超级大罚单：""华尔街之王""遭殃 承认向两地官员贿赂70亿"
1179,2020-10-23,法国单日新增确诊病例超4万 宵禁范围进一步扩大
1180,2020-10-25,上海举行纪念中国人民志愿军抗美援朝出国作战70周年活动
1181,2020-10-25,全国森林消防队伍“火焰蓝”首届特种救援技能比武项目全部结束
1182,2020-10-25,海南：毕业生求职忙
1183,2020-10-25,河北秋粮收获接近尾声
1184,2020-10-25,佛山：地铁三号线科技学院站主体结构封顶
1185,2020-10-23,【东吴宏观】五中全会前瞻Ⅰ：五大关注点提供者陶川-11分钟以前文：东吴宏观首席分析师陶川十九届五中全会于10月26日至29日召开，会上将研究制定的“十四五”规划。聚焦本次会议，本篇前瞻分析了与之相关的五个热点问题。一、此次五中全会与以往相比有何特殊？从党...加行、日行、欧行利率决议引领超级周！提供者方世平-59分钟以前上周五国际现货黄金收报1901.17美元/盎司，现货白银收报24.60美元/盎司。本周三22:00加拿大央行利率决议及货币政策报告，23:15加拿大央行行长波洛兹(StephenPoloz)和高级...市场正处于“风暴中心”，投资者应该为动荡加剧做好准备提供者环球外汇-
1186,2020-10-23,投资公司古根海姆(GuggenheimPartners)的斯科特?米纳徳(ScottMinerd)认为，尽管市场目前看似正处于一段相对平静的时期，但随着美国总统大选日临近，经济仍在疫情的冲击下挣扎...“被静音”的匹诺曹！一场辩论19个谎言，特朗普连任希望还剩多少?提供者格隆汇-
1187,2020-10-23,当地时间晚上9点，美国大选终场辩论正式开始。时间为90分钟，双方围绕“新冠疫情、美国家庭、国家安全、美国种族、领导力、气候变迁”6大议题进行辩论，每个议题各有15分钟的时间。有趣的是，第一次辩论中特朗...巴拉克·奥巴马将在接下来的两周帮助乔·拜登在摇摆州竞选提供者PACIFICUNION-
1188,2020-10-23,市场焦点由于议员们正尽力在美国大选前达成协议，美国股市一直在艰难的寻找方向。三大股指在开盘后就暴跌近0.8%，随后设法扭转了亏损。众议院议长南希·佩洛西和财政部部长史蒂芬·姆努钦距离达成刺激方案...适时全面推进注册制改革需要解决三大关键问题提供者皮海洲-
1189,2020-10-22,近日，证监会主席易会满受国务院委托向全国人民代表大会常务委员会报告股票发行注册制改革有关工作情况。报告中，易会满主席对股票市场正在进行的注册制改革进行了回顾，同时对注册制改革所取得的经验进行了总结，最...美大选恐生变数？评级机构“磨刀霍霍”、西方盟友“忐忑难安”提供者环球外汇-
1190,2020-10-22,“眼看他起朱楼，眼看他宴宾客”，再往后，会不会“眼看他楼塌了”呢？对于美国大选，眼下忙得焦头烂额的，显然不光只有两位候选人特朗普和拜登。无论是普通的散户投资者；抑或是知名的华尔街投行交易员；无论是美...并购潮来袭，美国页岩油正开启新的时代提供者金十数据-
1191,2020-10-21,在此前经历了一系列的破产事件后，美国的页岩油行业开始报团取暖。近期，美国页岩油生产商之间的并购活动变得越来越频繁，动不动就是几十亿甚至上百亿的并购交易。此次并购潮或许意味着美国页岩油产量正在开启一个新...如果大选日出现争议，最后谁会当总统？提供者金十数据-
1192,2020-10-21,根据周二发布的规定，华尔街银行必须证明其资本规模足以支撑持续全年的经济压力，尽管行业游说者认为这个监管要求将令今年的市场雪上加霜。联邦存款保险公司（FDIC）在华盛顿会议上以4-1票通过了这一最终法...摩根士丹利：民主党大胜将促使美联储提前加息提供者新浪财经-
1193,2020-10-21,英为财情Investing.com-美国国债收益率周一反弹，因财政刺激的前景变得乐观；但随后迅速回落，交易员意识到国会和白宫仍需要继续就刺激方案的规模进行谈判。周日，众议院议长南希&middot...iPhone12又卖爆了，销量或将创历史最佳？产业链喜迎5G时代，股价天花板打开？提供者券商中国-
1194,2020-10-26,地方监管细则密集发布促进租赁业规范发展
1195,2020-10-26,上海发布首轮托育服务三年行动计划
1196,2020-10-26,上海营商环境研究中心成立 将定期发布白皮书
1197,2020-10-26,中国财政收入增长逐月好转 三季度增速4.7%实现负转正
1198,2020-10-26,奶粉销售萎缩，爱婴室2020前三季度净利下滑26％，费用却在上涨！
1199,2020-10-26,“静音车厢”让美好旅行生活未来可期
1200,2020-10-26,凯普生物净利增1.6倍 STD十联检明年有望放量销售
1201,2020-10-26,贵州茅台单季业绩增速下滑 贵州国资逐步“让杯”
1202,2020-10-26,中信特钢市值年增362亿 整体上市后业绩稳增长
1203,2020-10-26,东方雨虹总资产累盈91亿 募资38亿扩产全部达到预期
1204,2020-10-26,茅台业绩不及预期，股价危局又来？面对三季报，股东们怎么看？
1205,2020-10-26,博瑞医药前三季度净利增长超九成 研发持续高投入
1206,2020-10-26,老凤祥品牌价值313.14亿 借壳以来净利增长19倍
1207,2020-10-26,上海银行前三季净利150.52亿 不良率1.22%
1208,2020-10-26,WEMONEY研究室朝闻：有机构为蚂蚁集团A股报价每股68-69元；央行法拟修订将为发行数字货币提供法律依据
1209,2020-10-26,长城汽车业绩市值双增长 前三季度营收621.43亿元
1210,2020-10-26,景顺投资总裁兼首席执行官Marty Flanagan：全球投资者将获益于中国金融市场开放
1211,2020-10-26,片仔癀拟分拆化妆品业务上市 前三季度营收50.7亿
1212,2020-10-26,证券时报头版评论：“超级央行”来了
1213,2020-10-26,互联网巨头争相布局中视频 西瓜视频20亿补贴创作者
1214,2020-10-26,全面注册制推动市场扩容 投行业务或爆发式增长
1215,2020-10-26,迪瑞医疗处置股权投资收益增195倍 股价年内上涨67%
1216,2020-10-26,彭博高级经济学家：看好2021年中国经济增速8.2%
1217,2020-10-26,雀巢中国市场第三季度恢复正增长 电商销售增五成婴儿宠物业务表现亮眼
1218,2020-10-26,金字火腿三季度净利增两倍 渠道建设效益凸显
1219,2020-10-26,中国营商环境报告：2019年减税降费2.36万亿
1220,2020-10-26,西哈努克港经济特区在中国苏州、扬州举办专场推介会
1221,2020-10-26,春风动力一年股价涨407% 前三季净利翻倍达2.97亿
1222,2020-10-26,河南新乡：以积分为纽带 探索养老资源整合新路径
1223,2020-10-26,浙商证券李超：个人投资者请机构投资者代为投资或更为合适
1224,2020-10-26,国元保险与IPO中介机构签署服务协议
1225,2020-10-26,浦发银行总行副行长谢伟： 对临港新片区高质量发展有三点建议
1226,2020-10-26,新能源汽车“资本泡沫”不一定是贬义词（高管访谈） ――专访法雷奥中国CTO顾剑民
1227,2020-10-26,钢矿：盘面延续震荡 静待需求破局
1228,2020-10-26,临港打造离岸在岸重要枢纽 金融机构来支招
1229,2020-10-26,IPO将更加市场化 TitlePh 券商经纪和直投业务收入有望明显增厚
1230,2020-10-26,上海13区各显神通 本届“金洽会”精彩纷呈（第十四届上海金融服务实体经济洽谈会）
1231,2020-10-26,摊余成本法债基 年内成立规模超4400亿创新高
1232,2020-10-26,中巴经济走廊拉合尔轨道交通橙线项目正式运营
1233,2020-10-26,浙商证券李超：人民币升值利好龙头股票估值和流动性改善
1234,2020-10-26,日本政府或决定核污水排放入海，国际组织警告：或损害人类DNA
1235,2020-10-26,人民银行法将修订 为发行数字货币提供法律依据
1236,2020-10-26,股海导航 10月26日沪深股市公告提示
1237,2020-10-26,Mysteel：短期贵阳市场无缝管易跌难涨 幅度有限
1238,2020-10-26,从新能源汽车看用钢变化
1239,2020-10-26,关注高端制造业 转型升级产业机会
1240,2020-10-26,专家学者聚焦江苏跨江融合发展与省内全域一体化
1241,2020-10-26,北汽新能源高端品牌ARCFOX首款量产车正式上市
1242,2020-10-26,进博会倒计时10天 上海机场准备好了
1243,2020-10-26,妆比药赚钱  片仔癀化妆品欲单飞上市
1244,2020-10-26,晨曦炖品戴晨义：在外卖红海找到蓝海
1245,2020-10-26,依托过硬的技术品质 中国电动大巴进入欧洲20多国逾100个城市 助力欧洲绿色出行
1246,2020-10-26,“十三五”生态环境明显改善 8项约束性指标已提前完成
1247,2020-10-26,Mysteel：浅析近期热冷价差持续扩大背后
1248,2020-10-26,中央企业区块链合作创新平台正式成立
1249,2020-10-26,福建：精品粮油走向大市场
1250,2020-10-26,辽宁：“多彩粮仓”出彩粮交大会
1251,2020-10-26,“内斗”大戏暂告段落 中山证券接连被罚多个业务受限
1252,2020-10-26,中国金属材料流通协会焊管分会年会 暨第二届中国焊管产业发展高层论坛在邯郸举行
1253,2020-10-26,本周外盘看点丨大选前最后一周，多重因素主导美股行情
1254,2020-12-11,国务院关于修改和废止部分行政法规的决定
1255,2020-12-07,中共中央印发《法治社会建设实施纲要（2020－2025年）》
1256,2020-12-07,国务院关于同意将辽宁省辽阳市列为国家历史文化名城的批复
1257,2020-12-02,国务院办公厅关于推进人工影响天气工作高质量发展的意见
1258,2020-11-27,国务院关于深入开展爱国卫生运动的意见
1259,2020-11-25,国务院办公厅关于2021年部分节假日安排的通知
1260,2020-11-24,中共中央国务院关于表彰全国劳动模范和先进工作者的决定
1261,2020-11-24,国务院办公厅印发关于切实解决老年人运用智能技术困难实施方案的通知
1262,2020-11-23,国务院办公厅关于印发国家森林草原火灾应急预案的通知
1263,2020-11-20,国务院办公厅关于对国务院第七次大督查发现的典型经验做法给予表扬的通报
1264,2020-11-19,国务院批复同意上海市浦东新区开展“一业一证”改革试点（附总体方案）
1265,2020-11-19,国务院办公厅关于同意建立反不正当竞争部际联席会议制度的函
1266,2020-11-19,国务院办公厅关于扬州大运河博物馆冠名问题的函
1267,2020-11-17,国务院办公厅关于防止耕地“非粮化”稳定粮食生产的意见
1268,2020-11-16,国务院同意建立第二轮土地承包到期后再延长三十年试点部际联席会议制度
1269,2020-11-16,国务院办公厅关于同意成立2021年第三届亚洲青年运动会组织委员会的函
1270,2020-11-16,国务院、中央军委同意建立全国征兵工作部际联席会议制度
1271,2020-11-10,"国务院办公厅印发全国深化""放管服""改革优化营商环境电视电话会重点任务分工方案"
1272,2020-11-09,国务院办公厅关于推进对外贸易创新发展的实施意见
1273,2020-11-09,国务院办公厅关于全面推行证明事项和涉企经营许可事项告知承诺制的指导意见
1274,2020-11-04,国务院办公厅关于加强石窟寺保护利用工作的指导意见
1275,2020-11-02,国务院办公厅关于印发新能源汽车产业发展规划（2021—2035年）的通知
1276,2020-11-03,《中共中央关于制定国民经济和社会发展第十四个五年规划和二〇三五年远景目标的建议》发布（全文）
1277,2020-11-02,国务院关于第六批国家珍贵古籍名录和第六批全国古籍重点保护单位名单的批复
1278,2020-10-27,国家科学技术奖励条例
1279,2020-10-15,中办国办发文部署全面加强和改进新时代学校体育工作和美育工作
1280,2020-12-08,李克强会见国际货币基金组织总裁格奥尔基耶娃
1281,2020-12-07,李克强主持召开国家科技领导小组会议
1282,2020-12-02,李克强同俄罗斯总理米舒斯京共同主持中俄总理第二十五次定期会晤
1283,2020-11-30,李克强出席上海合作组织成员国政府首脑（总理）理事会第十九次会议
1284,2020-11-25,李克强同主要国际经济机构负责人举行第五次“1+6”圆桌对话会
1285,2020-12-10,我国粮食生产实现“十七连丰”
1286,2020-12-11,技能逐梦 匠心铸魂
1287,2020-12-11,连镇高铁全线开通运营
1288,2020-12-11,广西龙胜：云端风电建设忙
1289,2020-12-11,贵州务川：扶贫车间进小区 就近就业增收入
1290,2020-11-12,2020年10月金融统计数据报告提供者中国人民银行-
1291,2020-11-7,"一、广义货币增长10.5%，狭义货币增长9.1%10月末，广义货币(M2)余额214.97万亿元,同比增长10.5%，增速比上月末低0.4个百分点，比上年同期高2.1个百分点；狭义货币(M1)余额6...中国人民银行发布《中国金融稳定报告（2020）》提供者中国人民银行-"
1292,2020-10-22,近日，中国人民银行发布了《中国金融稳定报告（2020）》，对2019年以来我国金融体系的稳健性状况进行了全面评估。报告认为，2019年以来，全球政治经济局势更加复杂严峻，中国经济金融体系面临的外部不确...中国宏观审慎政策框架建设与管理实践——中国人民银行副行长、国家外汇管理局局长潘功胜在2020金融街论坛上的讲话提供者中国人民银行-
1293,2020-10-22,"尊敬的各位来宾：大家下午好！刚才刘副总理作了重要讲话，对于我们正确认识当前形势，更好地服务实体经济、防范化解金融风险、深化金融改革开放具有重要指导意义，我们将在国务院金融委统筹指导下,认真抓好贯彻落...坚持稳健的货币政策坚定支持保市场主体稳就业——中国人民银行行长易纲在2020金融街论坛上的讲话提供者中国人民银行-"
1294,2020-9-29,女士们，先生们，各位来宾，大家下午好！首先，祝贺金融街论坛升格为国家级论坛。2020年以来，新冠疫情对全球经济带来严重冲击，各国积极应对，及时推出了有力的宏观对冲措施。借此机会，我就中国货币政策谈...中国人民银行货币政策委员会召开2020年第三季度例会提供者中国人民银行-
1295,2020-12-10,重点加仓中国！国际资管巨头集体行动提供者Wind资讯-3小时以前机构对新一年展望大多偏向乐观，并一致认为新兴市场大有可为。但在新兴市场中，由于经济基本面的差异化明显，很多大型全球投资机构在谈论新兴市场时，更多的是在谈论如何分配对各经济体的风险敞口，而中国则是关注焦...社融的拐点到了，投资可咋办？提供者格隆汇-9小时以前作者|汉阳树数据支持|勾股大数据（www.gogudata.com）昨天的行情让人好气又好笑，就是外围一片涨，北水也持续流入，结果A股下午给你整个股灾即视感。我找了一圈，没看到明显原因。...DoorDash上市：美式“饿了么”首日大涨78%，市值逼近600亿美元提供者格隆汇-9小时以前作者|有鱼来源|格隆汇新股华人“三剑客”创办美式饿了么北京时间12月9日晚，美国外卖服务提供商DoorDash将其首次公开发行定价为每ADS102美元，股票代码为DASH。每股102美元对应市值达...英国和欧盟在谈判中分歧仍大，达成贸易协议的可能性越来越小了提供者环球外汇-10小时以前受英国脱欧打击的英镑周四兑美元扩大跌势，投资者变得越发谨慎，担心英国和欧盟可能达不成脱欧协议，而现在距离12月31日截止日期只剩下三周。双方同意，应在本周日前就贸易谈判的未来做出“明确决定”。双方之前...欧洲央行再次放宽政策，以帮助经济应对第二波疫情大流行提供者环球外汇-10小时以前周四晚间欧洲央行公布了利率决议，维持三大关键利率不变，符合市场预期，并将紧急抗疫购债计划(PEPP)规模将增加5000亿欧元。随着许多企业倒闭、失业率飙升、债务创历史新高，央行的刺激政策为政府和企业...警惕一致预期下行情的提前提供者屈庆-10小时以前1、市场回顾与展望：警惕一致预期下的行情的提前周四利率小幅下行，资金面宽松是导致利率下行的主要原因。最近债券市场利率延续小幅下行的趋势，主要是基本面等等因素出现了一些细微的变化，表现为：（1）央行...港股收评：恒指跌0.35%，餐饮股逆势走强，大型科技股普跌提供者格隆汇-
1296,2020-12-10,今日港股主要指数全天弱势，市场情绪表现低迷。恒指跌0.35%报26410点，国指跌0.69%报10415点，恒生科技指数跌0.94%。大市成交额1100亿港元，南向资金净流入18.18亿港元。数据来源...格力4日跌幅9%，市场在担忧什么？提供者格隆汇-
1297,2020-12-10,上周三（12月2日），格力电器股价创下历史新高69.79元/股。相较同行业而言，今年格力电器股价表现并不出众，美的年内涨逾50%，海尔智家年涨幅达37%，而格力股价反而下跌。好不容易创下新高，却连续四...CPI下降0.5%，通缩？不存在的提供者格隆汇-
1298,2020-12-10,9日，国家统计局发布了11月的宏观数据，吓了大家一跳。受疫情影响，工业生产者出厂价格（PPI）同比下降1.5%，但呈明显的恢复趋势，是个好消息，问题出在消费上面。统计数据显示，11月份全国居民消费价格...市值蒸发超1000亿！Facebook再遭反垄断重击，发生了什么？提供者格隆汇-
1299,2020-12-10,周三美股走势可谓是跌宕起伏。三大股指在盘中再创新高，却没能延续涨势，在短暂冲高后震荡回落，其中，纳指跌近2%终结四连涨，大型科技股全线走低。数据来源：同花顺而引发这一动荡的主要原因，在于Faceboo...经济复苏受到封锁拖累，欧洲央行将加大刺激力度提供者环球外汇-
1300,2020-12-10,欧洲央行料将在周四进一步扩大其大规模刺激计划，目前欧洲大陆正在应对第二波冠状病毒大流行以及相关的封锁。早在10月份，欧洲央行就表态要在12月份的会议上“重新调整其政策工具”，以应对“不断演变的形势”...美国政府有望避免本周关门但纾困方案谈判进展依然缓慢提供者环球外汇-
1301,2020-12-10,美国众议院周三为避免美国政府关门而将联邦支出延长一周的议案，获得了通过所需足够的票数。众议院以343对67票通过了这份权宜法案，预计接下来将顺利获得参议院批准。美国总统特朗普此前表示会在12月11日...【东吴宏观】信用债遇冷，但社融见顶仍存疑提供者陶川-
1302,2020-12-10,央行公布11月金融数据，新增信贷1.43万亿，前值6898亿；社融增量2.13万亿，前值1.42万亿；社融存量同比13.6%，前值13.7%。M2同比10.7%，前值10.5%；M1同比10%，前值...12月10日主要货币短线操作指南提供者田洪良-
1303,2020-12-9,从技术上来看，美指周三回调在90.65之上受到支持，反弹在91.20之下遇阻，意味着美元短线回调后有可能保持反弹的走势。如果美指今天回调在90.80之上受到支持，后市反弹的目标将会指向91.30—9...港股收评：恒指涨0.75%，医疗保健、啤酒领涨大市提供者格隆汇-
1304,2020-12-10,重点加仓中国！国际资管巨头集体行动提供者Wind资讯-3小时以前机构对新一年展望大多偏向乐观，并一致认为新兴市场大有可为。但在新兴市场中，由于经济基本面的差异化明显，很多大型全球投资机构在谈论新兴市场时，更多的是在谈论如何分配对各经济体的风险敞口，而中国则是关注焦...社融的拐点到了，投资可咋办？提供者格隆汇-10小时以前作者|汉阳树数据支持|勾股大数据（www.gogudata.com）昨天的行情让人好气又好笑，就是外围一片涨，北水也持续流入，结果A股下午给你整个股灾即视感。我找了一圈，没看到明显原因。...DoorDash上市：美式“饿了么”首日大涨78%，市值逼近600亿美元提供者格隆汇-10小时以前作者|有鱼来源|格隆汇新股华人“三剑客”创办美式饿了么北京时间12月9日晚，美国外卖服务提供商DoorDash将其首次公开发行定价为每ADS102美元，股票代码为DASH。每股102美元对应市值达...英国和欧盟在谈判中分歧仍大，达成贸易协议的可能性越来越小了提供者环球外汇-10小时以前受英国脱欧打击的英镑周四兑美元扩大跌势，投资者变得越发谨慎，担心英国和欧盟可能达不成脱欧协议，而现在距离12月31日截止日期只剩下三周。双方同意，应在本周日前就贸易谈判的未来做出“明确决定”。双方之前...欧洲央行再次放宽政策，以帮助经济应对第二波疫情大流行提供者环球外汇-10小时以前周四晚间欧洲央行公布了利率决议，维持三大关键利率不变，符合市场预期，并将紧急抗疫购债计划(PEPP)规模将增加5000亿欧元。随着许多企业倒闭、失业率飙升、债务创历史新高，央行的刺激政策为政府和企业...警惕一致预期下行情的提前提供者屈庆-10小时以前1、市场回顾与展望：警惕一致预期下的行情的提前周四利率小幅下行，资金面宽松是导致利率下行的主要原因。最近债券市场利率延续小幅下行的趋势，主要是基本面等等因素出现了一些细微的变化，表现为：（1）央行...港股收评：恒指跌0.35%，餐饮股逆势走强，大型科技股普跌提供者格隆汇-
1305,2020-12-11,内斗落幕股价崩溃、游资伺机进场撬板 大连圣亚内伤难愈
1306,2020-12-11,12.5亿定增中远海特亏30% “定增王”前海开源折戟二级市场
1307,2020-12-11,脱欧又没戏了？英镑日内跌超百点
1308,2020-12-11,增值1倍卖亏损子公司予关联方引深交所关注 摩恩电气这样回复
1309,2020-12-11,2020年9月中国与葡语国家进出口商品总值
1310,2020-12-11,上市公司领军者分论坛圆桌二：疫情防控与产业复苏
1311,2020-12-11,关于对金信期货有限公司采取责令改正措施的决定
1312,2020-12-11,关于对湖南皕成科技股份有限公司采取出具警示函监管措施的决定
1313,2020-12-11,PVC价格续创9年新高：明年供需或维持紧平衡 概念股出炉（附股）
1314,2020-12-11,总和生育率已跌破警戒线 警惕人口断崖
1315,2020-12-11,2021年美国会出现高通胀吗
1316,2020-12-11,刘昆：强化地方政府隐性债务风险防范
1317,2020-12-11,投资不出南宋界？如何看经济地区差异
1318,2020-12-11,冰岛国家邮政与KEBA AG合作 扩建包裹储物柜网络
1319,2020-12-11,睿库报告：中国整体的贸易便利化水平稳步提升
1320,2020-12-11,智慧社区：被 “微系统”重构的物业生意
